,City,Country,Lat,Lng,Max Temperature,Humidity,Cloudiness,Wind Speed,Current Description
339,Orito,CO,0.6766,-76.8771,80.19,76,10000,2.21,overcast clouds
340,Polunochnoye,RU,60.8697,60.4153,-6.18,99,10000,2.86,scattered clouds
341,Spirovo,RU,57.419,34.9766,25.7,96,230,7.4,light snow
342,Calama,CL,-22.4667,-68.9333,68.49,24,10000,4.61,few clouds
343,Tambopata,PE,-12.7333,-69.1833,76.89,88,10000,5.75,light rain
344,Susanville,US,40.4163,-120.653,24.1,77,10000,4.61,clear sky
345,Bonavista,CA,48.6499,-53.1147,21.11,65,10000,12.77,overcast clouds
346,Mar del Plata,AR,-38.0023,-57.5575,71.01,64,10000,5.99,clear sky
347,Bushehr,IR,28.9684,50.8385,59.23,47,10000,19.08,scattered clouds
348,Winnemucca,US,40.973,-117.7357,17.65,79,10000,0.0,clear sky
349,Idenao,CM,4.2475,9.0047,86.58,60,10000,8.19,scattered clouds
350,Teguise,ES,29.0605,-13.564,62.82,72,8000,18.41,few clouds
351,Bontang,ID,0.1333,117.5,75.24,90,10000,3.18,overcast clouds
352,Mogzon,RU,51.7435,111.9606,-19.7,100,10000,0.87,broken clouds
353,Rafaela,AR,-31.2503,-61.4867,73.99,38,10000,5.01,clear sky
354,Baykit,RU,61.67,96.37,-14.37,100,4230,1.12,overcast clouds
355,Kotelnikowo,RU,47.6317,43.1461,16.99,94,10000,4.56,broken clouds
356,Mossamedes,AO,-15.1961,12.1522,77.76,71,10000,12.08,broken clouds
357,Salalah,OM,17.0151,54.0924,77.09,61,10000,6.91,clear sky
358,Natal,BR,-5.795,-35.2094,84.85,70,10000,6.91,light rain
359,Chapais,CA,49.7834,-74.8492,-24.02,97,10000,4.14,scattered clouds
360,Tommot,RU,58.9564,126.2925,-2.45,96,1071,8.55,overcast clouds
361,Chitral,PK,35.8462,71.7858,31.48,59,10000,4.79,scattered clouds
362,Muros,ES,42.7762,-9.0603,63.99,42,10000,4.14,clear sky
363,Grindavik,IS,63.8424,-22.4338,30.67,74,10000,35.68,broken clouds
364,Isla Vista,US,34.4133,-119.861,65.43,49,10000,0.0,clear sky
365,Margate,GB,51.3813,1.3862,50.7,68,10000,4.0,overcast clouds
366,Distrikt Brokopondo,SR,4.75,-55.1667,80.64,70,10000,6.04,broken clouds
367,Aitape,PG,-3.1374,142.3475,77.85,87,10000,4.29,light rain
368,Hervey Bay,AU,-25.2986,152.8535,71.71,76,10000,14.32,scattered clouds
369,Kawalu,ID,-7.3817,108.2082,73.76,94,10000,2.26,overcast clouds
370,Tuatapere,NZ,-46.1333,167.6833,50.83,87,10000,2.95,overcast clouds
371,Zhigansk,RU,66.7697,123.3711,-20.87,96,10000,12.1,broken clouds
372,Nouadhibou,MR,20.931,-17.0347,65.3,68,10000,14.52,overcast clouds
373,Nemuro,JP,43.3236,145.575,24.58,76,10000,9.62,overcast clouds
374,Russell,US,32.3502,-85.1999,43.97,81,10000,0.0,overcast clouds
375,Bubaque,GW,11.2833,-15.8333,78.44,44,10000,4.21,overcast clouds
376,Solnechnyy,RU,50.7214,136.6319,-7.15,97,3598,3.0,overcast clouds
377,Mchinji,MW,-13.7984,32.8802,73.08,77,10000,5.21,light rain
378,Toro,CO,4.6117,-76.0814,71.53,84,10000,0.58,overcast clouds
379,Çubuk,TR,40.2386,33.0322,24.26,74,10000,0.0,scattered clouds
380,Boone,US,39.0334,-92.3335,22.66,77,10000,1.99,scattered clouds
381,Lárdos,GR,36.0942,28.0157,51.62,59,10000,10.85,few clouds
382,Clyde River,CA,70.4692,-68.5914,-14.57,76,4828,13.8,light snow
383,Karpathos,GR,35.507,27.2132,53.56,62,10000,5.75,scattered clouds
384,Arrondissement de Poitiers,FR,46.5833,0.3333,46.67,65,7000,4.61,overcast clouds
385,Khudumelapye,BW,-23.8833,24.75,84.81,40,10000,9.57,light rain
386,Plácido de Castro,BR,-10.3353,-67.1856,85.62,63,10000,2.8,overcast clouds
387,Saint Anthony,US,45.0205,-93.218,-2.74,80,10000,0.0,clear sky
388,Nsanje,MW,-16.92,35.262,86.61,71,10000,2.8,light rain
389,Camopi,GF,3.1655,-52.3158,81.14,72,10000,3.6,broken clouds
390,Tiznit Province,MA,29.5833,-9.5,63.77,32,10000,36.69,clear sky
391,Khani,GE,41.9563,42.9566,27.97,99,1075,1.86,overcast clouds
392,Assiut,EG,27.181,31.1837,59.68,28,10000,13.89,clear sky
393,Sanjwal,PK,33.7608,72.4336,48.99,40,10000,2.33,clear sky
394,Tessalit,ML,20.1986,1.0114,79.34,9,10000,10.78,clear sky
395,Sabha,LY,27.0377,14.4283,57.34,29,10000,6.91,overcast clouds
396,Sechura,PE,-5.5569,-80.8222,74.71,71,10000,7.09,broken clouds
397,Kulhudhuffushi,MV,6.6221,73.07,81.59,72,10000,20.6,clear sky
398,Safford,US,32.834,-109.7076,41.94,51,10000,11.1,clear sky
399,Moree,AU,-29.4667,149.85,77.02,61,10000,12.66,broken clouds
400,Abu Kamal,SY,34.4506,40.9171,54.09,46,10000,10.2,broken clouds
401,Dayong,CN,25.0209,118.2898,60.89,75,10000,2.55,light rain
402,Melilla,ES,35.2937,-2.9383,61.18,63,10000,3.44,clear sky
403,Talcahuano,CL,-36.7167,-73.1167,60.48,94,4000,6.91,mist
404,Sandy Point,AU,-38.8167,146.1,66.74,98,5488,5.32,overcast clouds
405,Nikol'sk,RU,53.7189,46.0712,18.19,96,2466,5.97,overcast clouds
406,Malm,NO,64.0721,11.2172,35.8,97,115,12.24,overcast clouds
407,Alcúdia,ES,39.8532,3.1214,67.69,51,10000,10.94,broken clouds
408,Zhigalovo,RU,54.8097,105.1578,-15.38,100,6214,0.38,broken clouds
409,Katsuura,JP,35.1333,140.3,44.71,58,10000,9.98,broken clouds
410,Dvinskoy Bereznik,RU,62.8551,42.7072,16.29,94,233,7.56,light snow
411,Biltine,TD,14.5333,20.9167,83.52,10,10000,10.83,clear sky
412,Chaoyang,CN,41.5703,120.4586,18.45,45,10000,3.89,clear sky
413,San Policarpo,PH,12.1791,125.5072,79.39,86,10000,10.02,overcast clouds
414,Yangcun,CN,39.3639,117.0603,31.98,36,10000,6.33,overcast clouds
415,Alihe,CN,50.5667,123.7167,1.26,84,10000,5.59,scattered clouds
416,Inhambane,MZ,-23.865,35.3833,83.3,61,10000,11.25,clear sky
417,Vasto,IT,42.1243,14.7059,49.48,72,10000,9.04,broken clouds
418,Krasnoarmiys'k,UA,48.282,37.1758,31.78,98,64,15.26,light snow
419,Ávato,GR,40.9667,24.8,49.95,46,10000,8.05,clear sky
420,Ilulissat,GL,69.2167,-51.1,6.71,61,10000,11.92,overcast clouds
421,Loikaw,MM,19.6742,97.2094,60.85,54,10000,3.94,few clouds
422,Lubao,PH,14.9167,120.55,82.15,80,10000,7.07,overcast clouds
423,Cururupu,BR,-1.8283,-44.8683,75.63,94,10000,5.3,moderate rain
424,Haines Junction,CA,60.7522,-137.5108,23.13,97,279,3.15,light snow
425,Yabrūd,SY,33.9674,36.6574,37.06,73,10000,9.71,scattered clouds
426,Inírida,CO,3.8653,-67.9239,84.16,64,10000,3.22,overcast clouds
427,Aksu,CN,41.1231,80.2644,25.84,45,10000,2.04,clear sky
428,Klaksvík,FO,62.2266,-6.589,49.12,91,10000,35.52,overcast clouds
429,Dekar,BW,-21.5333,21.9333,86.11,42,10000,13.29,overcast clouds
430,Xihe,CN,31.6864,113.4659,34.54,92,10000,8.43,overcast clouds
431,Americus,US,32.0724,-84.2327,39.33,75,10000,0.0,clear sky
432,Kiryat Gat,IL,31.61,34.7642,49.41,73,10000,9.69,overcast clouds
433,La Asuncion,VE,11.0333,-63.8628,77.79,74,10000,11.34,few clouds
434,Leningradskiy,RU,69.3833,178.4167,-13.0,97,10000,1.83,overcast clouds
435,Yenagoa,NG,4.9247,6.2642,99.1,16,10000,6.13,few clouds
436,Yeniseysk,RU,58.4497,92.1703,-2.97,99,4814,3.4,overcast clouds
437,Broome,US,42.2506,-75.833,27.37,78,10000,3.0,overcast clouds
438,Yulara,AU,-25.2406,130.9889,84.04,51,10000,16.11,scattered clouds
439,Beloha,MG,-25.1667,45.05,87.57,40,10000,18.07,clear sky
440,Portland,US,45.5234,-122.6762,39.2,74,10000,1.99,clear sky
441,Huilong,CN,31.8111,121.655,39.04,80,10000,11.12,light rain
442,Mount Isa,AU,-20.7333,139.5,74.97,100,10000,0.0,overcast clouds
443,Coahuayana Viejo,MX,18.7333,-103.6833,76.48,70,10000,3.78,few clouds
444,Sibolga,ID,1.7427,98.7792,78.22,87,10000,2.82,overcast clouds
445,Medina del Campo,ES,41.3124,-4.9141,54.34,22,10000,7.99,clear sky
446,Gao,ML,16.6362,1.637,83.41,10,10000,18.57,clear sky
447,Senneterre,CA,48.3835,-77.2328,-18.4,96,10000,2.26,scattered clouds
448,Airai,TL,-8.9266,125.4092,60.51,93,10000,2.82,overcast clouds
449,Koungou,YT,-12.7336,45.2042,80.31,78,10000,1.14,light rain
450,Singaraja,ID,-8.112,115.0882,77.97,84,10000,4.68,overcast clouds
451,Lerik,AZ,38.7726,48.4128,33.44,97,3190,3.18,overcast clouds
452,Laas,IT,46.6166,10.7002,48.11,66,10000,8.75,few clouds
453,Manga,BF,11.6636,-1.0731,93.67,10,10000,10.65,broken clouds
454,Yashkul',RU,46.1711,45.3435,27.84,77,10000,7.29,overcast clouds
455,Lingao,CN,19.9103,109.6859,69.12,92,10000,11.32,overcast clouds
456,Gboko,NG,7.3179,8.9951,96.42,10,10000,11.5,scattered clouds
457,Nazas,MX,25.2333,-104.1333,49.51,67,10000,2.42,clear sky
458,Barranca,PE,-10.75,-77.7667,70.36,80,10000,6.11,overcast clouds
459,Caculé,BR,-14.5033,-42.2222,82.8,55,10000,6.82,scattered clouds
460,Redenção,BR,-4.2258,-38.7306,81.59,68,9960,5.64,broken clouds
461,Tājpur,IN,29.1667,78.4833,53.02,56,10000,8.48,clear sky
462,Sokoni,TZ,-6.4333,39.55,81.36,72,10000,11.05,broken clouds
463,Tilichiki,RU,60.4667,166.1,23.34,78,10000,27.96,overcast clouds
464,Atambua,ID,-9.1061,124.8925,75.38,88,10000,3.27,overcast clouds
465,Mercedes,AR,-34.6515,-59.4307,73.76,50,10000,5.57,clear sky
466,Xixiang,CN,35.1628,112.865,31.98,96,10000,1.01,overcast clouds
467,Ust-Maya,RU,60.4167,134.5333,-35.93,100,6627,0.49,overcast clouds
468,Pulsano,IT,40.3821,17.3564,58.89,50,10000,5.01,overcast clouds
469,Taltal,CL,-25.4,-70.4833,68.77,68,10000,5.23,clear sky
470,Raudeberg,NO,61.9875,5.1352,37.87,92,10000,10.0,light rain
471,Maragogi,BR,-9.0122,-35.2225,85.55,61,10000,9.95,broken clouds
472,Camocim,BR,-2.9022,-40.8411,75.69,90,10000,7.07,overcast clouds
473,Conakry,GN,9.538,-13.6773,93.36,68,10000,12.71,scattered clouds
474,Taiyuan,CN,37.8694,112.5603,26.46,80,2500,2.24,mist
475,Tombouctou,ML,20.0,-3.0,81.64,10,10000,13.78,clear sky
476,Camaná,PE,-16.6228,-72.7111,72.36,69,10000,5.48,scattered clouds
477,Kenmare,IE,51.8833,-9.5833,53.83,79,10000,12.03,overcast clouds
478,North Bend,US,43.4065,-124.2243,38.12,100,10000,5.75,clear sky
479,Lincoln,US,40.8,-96.667,16.18,58,10000,1.99,overcast clouds
480,Brigantine,US,39.4101,-74.3646,33.15,74,10000,0.0,overcast clouds
481,Byron Bay,AU,-28.65,153.6167,73.87,82,10000,6.08,scattered clouds
482,Pāsighāt,IN,28.0667,95.3333,55.45,74,10000,4.54,clear sky
483,Sfântu Gheorghe,RO,45.8667,25.7833,36.57,56,468,12.73,overcast clouds
484,Vostok,RU,46.4856,135.8833,-2.0,97,517,6.13,overcast clouds
485,Kenai,US,60.5544,-151.2583,24.89,86,2414,14.97,light snow
486,Havøysund,NO,70.9963,24.6622,28.63,59,10000,9.17,light snow
487,Waingapu,ID,-9.6567,120.2641,79.65,82,10000,6.96,overcast clouds
488,Tiarei,PF,-17.5333,-149.3333,77.02,75,10000,15.21,scattered clouds
489,Cuenca,EC,-2.8833,-78.9833,58.12,81,10000,0.87,light rain
490,Kralendijk,BQ,12.15,-68.2667,84.18,61,10000,16.11,scattered clouds
491,Pinehurst,US,35.1954,-79.4695,35.11,74,10000,0.0,clear sky
492,Englewood,US,39.6478,-104.9878,24.22,64,10000,1.01,clear sky
493,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,84.96,36,10000,8.05,clear sky
494,Kauhajoki,FI,62.4333,22.1833,26.58,75,10000,10.13,scattered clouds
495,Manado,ID,1.487,124.8455,77.77,100,10000,1.14,scattered clouds
496,Port Hawkesbury,CA,45.6169,-61.3485,25.03,80,10000,5.99,broken clouds
497,Suntar,RU,62.1444,117.6319,-3.93,91,10000,8.59,scattered clouds
498,Porto Velho,BR,-8.7619,-63.9039,78.85,94,10000,3.44,broken clouds
499,Arlit,NE,18.7369,7.3853,79.66,11,10000,7.56,clear sky
500,Khandyga,RU,62.6667,135.6,-39.42,99,10000,2.59,broken clouds
501,Weinan,CN,34.5036,109.5089,32.13,75,10000,6.62,broken clouds
502,Codrington,AU,-38.2667,141.9667,62.47,94,10000,9.24,scattered clouds
503,Jūybār,IR,36.6412,52.9124,46.11,87,10000,4.41,overcast clouds
504,Petatlán,MX,17.5167,-101.2667,67.8,74,10000,2.86,clear sky
505,Wanlaweyn,SO,2.6185,44.8938,94.75,21,10000,13.58,scattered clouds
506,Takhtamygda,RU,54.1,123.5667,1.24,82,10000,6.33,overcast clouds
507,Hay River,CA,60.8156,-115.7999,8.49,96,131,7.49,light snow
508,La Quinta,US,33.6634,-116.31,57.83,25,10000,4.14,broken clouds
509,Miracatu,BR,-24.2814,-47.4597,72.28,99,1426,3.56,overcast clouds
510,Volokolamsk,RU,56.0336,35.9694,24.8,94,646,10.8,snow
511,Stykkisholmur,IS,65.0757,-22.7297,26.53,89,10000,8.5,broken clouds
512,Weihai,CN,37.5017,122.1136,32.4,53,10000,13.18,overcast clouds
513,Ukiah,US,39.1502,-123.2078,49.03,72,10000,0.0,clear sky
514,Lamar,US,33.6668,-95.5836,33.46,86,10000,6.91,clear sky
515,Colares,PT,38.7992,-9.4469,66.04,45,10000,5.01,clear sky
516,Plérin,FR,48.5425,-2.7798,51.93,91,10000,3.0,overcast clouds
517,Kamaishi,JP,39.2667,141.8833,30.92,69,10000,8.37,scattered clouds
518,Isiro,CD,2.7739,27.616,91.18,18,10000,5.68,broken clouds
519,Mattawa,US,46.7379,-119.9028,32.0,97,10000,2.59,overcast clouds
520,Sibu,MY,2.3,111.8167,73.72,96,10000,2.26,overcast clouds
521,Rocky Mountain House,CA,52.3668,-114.9188,22.84,78,10000,4.32,overcast clouds
522,Kumul,CN,42.8,93.45,25.7,45,10000,4.07,clear sky
523,Vega de Alatorre,MX,20.0333,-96.6333,68.27,88,10000,6.93,overcast clouds
524,Port Hedland,AU,-20.3167,118.5667,82.45,74,10000,14.97,overcast clouds
525,Bonthe,SL,7.5264,-12.505,88.45,54,10000,13.69,broken clouds
526,Fortuna,US,40.5982,-124.1573,36.52,100,10000,13.8,clear sky
527,Sydney,AU,-33.8679,151.2073,74.71,84,10000,3.0,few clouds
528,Zyryanka,RU,65.75,150.85,-17.23,95,2336,7.29,overcast clouds
529,Korla,CN,41.7597,86.1469,25.5,54,10000,2.51,clear sky
530,Bathsheba,BB,13.2167,-59.5167,77.61,83,10000,3.44,scattered clouds
531,Grand-Lahou,CI,5.1367,-5.0242,87.3,56,10000,10.13,clear sky
532,Kwang Binh,VN,17.4833,106.6,70.99,94,10000,6.8,broken clouds
533,Yarmouth,US,41.7057,-70.2286,35.74,63,10000,7.0,overcast clouds
534,Igarka,RU,67.4667,86.5833,1.35,92,728,21.25,overcast clouds
535,Mana,GF,5.6592,-53.7767,80.24,72,10000,7.83,broken clouds
536,Tornio,FI,65.8481,24.1466,19.42,92,10000,5.12,scattered clouds
537,Edremit,TR,39.5961,27.0244,49.75,46,10000,8.05,few clouds
538,Itupiranga,BR,-5.1347,-49.3267,80.92,91,10000,1.05,overcast clouds
539,College,US,64.8569,-147.8028,3.18,76,9656,6.91,light snow
540,Xichang,CN,27.8964,102.2634,42.82,81,10000,2.95,scattered clouds
541,Chernyshevskiy,RU,63.0128,112.4714,-12.41,96,10000,6.2,broken clouds
542,Hecun,CN,36.5333,114.1111,33.4,55,10000,3.06,overcast clouds
543,Poum,NC,-20.2333,164.0167,81.75,78,10000,22.5,overcast clouds
544,Bud,US,39.447,-86.1758,28.89,94,5664,6.53,light snow
545,Baoshan,CN,46.5586,131.4244,2.75,84,10000,12.55,overcast clouds
546,Yerofey Pavlovich,RU,53.9667,121.9667,-8.18,94,10000,4.0,broken clouds
547,Birjand,IR,32.8663,59.2211,46.6,47,10000,9.42,clear sky
548,Husavik,IS,66.0449,-17.3389,30.6,71,10000,18.77,scattered clouds
549,Mezhdurechensk,RU,53.6942,88.0603,-3.06,100,10000,2.59,scattered clouds
550,Kaitangata,NZ,-46.2817,169.8464,49.71,95,10000,3.18,few clouds
551,Sainte-Marie,RE,-20.8968,55.5496,82.53,76,10000,16.11,few clouds
552,Mackenzie,CA,55.2999,-123.1698,19.53,96,10000,4.65,overcast clouds
553,Jalu,LY,29.0331,21.5482,59.99,40,10000,12.44,clear sky
554,Arrondissement de Bourges,FR,47.25,2.4167,40.86,73,10000,1.36,overcast clouds
555,Slave Lake,CA,55.2834,-114.769,15.78,92,10000,4.61,overcast clouds
556,Aragarças,BR,-15.8975,-52.2508,79.77,77,10000,4.99,overcast clouds
557,Uyuni,BO,-20.4597,-66.825,54.46,60,10000,2.82,overcast clouds
558,Saint-Louis,SN,16.3333,-15.0,87.13,15,10000,7.05,scattered clouds
559,Beppu,JP,33.2736,131.4919,39.49,70,10000,3.91,overcast clouds
560,Semīrom,IR,31.4167,51.5667,23.92,64,10000,4.36,clear sky
561,Makurdi,NG,7.7411,8.5121,98.47,10,10000,9.75,broken clouds
562,Fukuechō,JP,32.6881,128.8419,48.15,52,10000,14.47,overcast clouds
563,Tarko-Sale,RU,64.9225,77.785,5.18,96,644,11.54,overcast clouds
564,Wasilla,US,61.5814,-149.4394,24.78,87,10000,3.44,overcast clouds
565,Muisne,EC,0.6,-80.0333,78.91,86,10000,1.45,light rain
566,Sakakah,SA,29.9697,40.2064,52.61,37,10000,4.72,clear sky
567,Deputatsky,RU,69.3,139.9,-27.72,91,10000,3.76,broken clouds
568,Nsunga,TZ,-1.1439,31.3947,87.49,22,10000,5.97,broken clouds
569,Bafoulabé,ML,13.8065,-10.8321,98.38,7,10000,5.21,few clouds
570,Sungai Penuh,ID,-2.0833,101.3833,65.66,97,10000,3.15,overcast clouds
571,Cuamba,MZ,-14.8031,36.5372,77.32,83,10000,1.54,moderate rain
572,Phan Thiet,VN,10.9333,108.1,73.85,87,10000,2.21,overcast clouds
573,Masty,BY,53.4122,24.5387,32.81,97,991,20.07,light snow
574,Iguape,BR,-24.7081,-47.5553,73.54,93,10000,12.55,overcast clouds
575,Ayr,GB,55.4627,-4.6339,50.09,81,10000,19.57,overcast clouds
576,Gisenyi,RW,-1.7028,29.2564,76.23,51,10000,3.53,overcast clouds
577,Sabla,NG,12.7525,4.7077,89.53,12,10000,14.52,clear sky
578,Yining,CN,29.0361,114.5636,35.22,100,38,3.22,snow
579,Samaná,DO,19.2056,-69.3369,75.42,78,10000,0.0,few clouds
580,Skibbereen,IE,51.55,-9.2667,53.4,87,10000,18.39,broken clouds
581,Honningsvåg,NO,70.9821,25.9704,28.15,69,10000,3.44,broken clouds
582,Walvis Bay,NA,-22.9575,14.5053,74.35,56,10000,9.22,clear sky
583,Ovsyanka,RU,55.9575,92.5519,-5.78,100,8469,3.91,broken clouds
584,Suixi,CN,33.8907,116.7747,36.93,49,10000,1.3,overcast clouds
585,Anadyr,RU,64.75,177.4833,-5.01,83,10000,4.47,clear sky
586,Golden,US,39.7555,-105.2211,23.09,65,10000,9.93,clear sky
587,Quilmaná,PE,-12.95,-76.3833,71.8,78,10000,5.5,overcast clouds
588,Tuy Hoa,VN,13.0833,109.3,72.41,92,10000,6.55,broken clouds
589,Bilma,NE,18.6853,12.9164,71.78,13,10000,6.26,clear sky
590,Eyl,SO,7.9803,49.8164,77.7,62,10000,25.3,broken clouds
591,Amahai,ID,-3.3333,128.9167,79.97,82,10000,4.72,overcast clouds
592,Sept-Îles,CA,50.2001,-66.3821,12.06,83,8630,1.01,overcast clouds
593,Samarai,PG,-10.6167,150.6667,80.92,78,10000,8.25,overcast clouds
594,Oktyabr'skiy,RU,54.4815,53.471,10.81,98,6992,4.03,overcast clouds
595,Pisco,PE,-13.7,-76.2167,69.85,83,10000,6.91,few clouds
596,Garden City,US,42.3256,-83.331,15.75,74,10000,3.0,broken clouds
597,Cravo Norte,CO,6.3017,-70.2041,85.62,39,10000,13.58,broken clouds
598,Cap-aux-Meules,CA,47.3821,-61.8597,24.85,86,4023,18.41,broken clouds
599,Robertsport,LR,6.7533,-11.3686,83.32,68,10000,13.56,broken clouds
600,Puro,PH,12.4841,123.3827,79.3,83,10000,6.49,scattered clouds
601,Strezhevoy,RU,60.7333,77.5889,4.98,96,1279,7.16,overcast clouds
602,Atocha,BO,-20.9333,-66.2333,51.12,71,10000,4.45,overcast clouds
603,Pangkalanbuun,ID,-2.6833,111.6167,75.24,95,10000,1.83,light rain
604,Sedam,IN,17.1773,77.2824,72.72,26,10000,7.78,clear sky
605,Kyren,RU,51.6828,102.1408,-4.41,95,10000,1.74,broken clouds
606,Acapulco de Juárez,MX,16.8634,-99.8901,73.22,78,10000,8.05,scattered clouds
607,Witu,KE,-2.3889,40.4382,80.76,65,10000,15.19,broken clouds
608,Orchard Homes,US,46.8633,-114.0484,15.28,83,805,0.0,haze
609,Amalāpuram,IN,16.5833,82.0167,80.98,88,10000,4.74,few clouds
610,Vila,PT,42.0304,-8.1588,55.74,20,10000,6.35,clear sky
611,Okha,RU,53.5739,142.9478,-17.03,97,10000,8.37,few clouds
612,Meadow Lake,US,34.8014,-106.5436,29.12,79,10000,1.28,few clouds
613,Moses Lake,US,47.1301,-119.2781,29.61,86,10000,0.0,overcast clouds
614,Nagato,JP,34.3833,131.2,42.71,64,10000,7.07,overcast clouds
615,Seminole,US,28.7086,-81.2081,59.0,91,10000,1.99,overcast clouds
616,Sirte,LY,31.2089,16.5887,57.16,56,10000,13.04,clear sky
617,Zaysan,KZ,47.4667,84.8667,-4.94,88,10000,3.87,broken clouds
618,Buraidah,SA,26.326,43.975,55.85,28,10000,9.75,overcast clouds
619,Pytalovo,RU,57.0679,27.9138,32.32,98,47,10.31,snow
620,Pedernales,DO,18.0384,-71.744,78.94,53,10000,1.66,clear sky
621,Salisbury,GB,51.0693,-1.7957,51.3,79,10000,11.5,broken clouds
622,Santa Maria,BR,-29.6842,-53.8069,77.79,40,10000,11.21,clear sky
623,Çorum Province,TR,40.5,34.75,20.66,90,10000,3.31,overcast clouds
624,Udachny,RU,66.4167,112.4,-24.59,100,10000,2.13,scattered clouds
625,Karratha,AU,-20.7377,116.8463,80.55,69,10000,21.47,light rain
626,Oranjestad,AW,12.524,-70.027,80.55,69,10000,16.11,scattered clouds
627,Careiro da Várzea,BR,-3.2003,-59.8119,77.63,79,10000,5.5,light rain
628,Libreville,GA,0.3925,9.4537,84.99,66,10000,9.01,light rain
629,Doha,QA,25.2867,51.5333,66.18,48,2500,20.71,dust
630,Mossendjo,CG,-2.9506,12.7261,83.32,65,10000,2.86,light rain
631,Púchov,SK,49.1249,18.326,41.94,96,933,8.99,light rain
632,Marshalltown,US,42.0494,-92.908,-1.21,96,10000,6.42,scattered clouds
633,Jalingo,NG,8.8833,11.3667,95.74,11,10000,10.27,scattered clouds
634,Sinnamary,GF,5.3833,-52.95,78.93,81,10000,8.59,scattered clouds
635,Kikwit,CD,-5.041,18.8162,89.49,47,10000,4.99,overcast clouds
636,Disna,BY,55.568,28.1971,32.83,99,40,6.58,overcast clouds
637,Ust'-Barguzin,RU,53.45,108.9833,-14.53,98,10000,3.49,broken clouds
638,Morro Bay,US,35.3658,-120.8499,57.22,56,10000,6.04,overcast clouds
639,Voh,NC,-20.9667,164.7,77.95,85,10000,6.49,moderate rain
640,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,59,10000,15.66,broken clouds
641,‘Āhuimanu,US,21.4447,-157.8378,67.75,87,10000,3.44,clear sky
642,Gwadar,PK,25.1216,62.3254,71.35,54,10000,9.8,clear sky
643,Virginia Beach,US,36.8529,-75.978,38.03,82,10000,0.0,scattered clouds
644,Berdigestyakh,RU,62.0989,126.6992,-11.42,94,10000,6.87,overcast clouds
645,Benxi,CN,41.2886,123.765,5.32,77,10000,2.98,clear sky
646,Pacasmayo,PE,-7.4006,-79.5714,71.78,79,10000,10.89,overcast clouds
647,Collie,AU,-33.3667,116.15,67.98,43,10000,11.43,clear sky
648,Fosforitnyy,RU,55.3261,38.9,21.52,94,251,12.24,snow
649,Asău,RO,46.4333,26.4,40.28,67,10000,16.93,scattered clouds
650,Ketchikan,US,55.3422,-131.6461,43.27,93,3219,14.97,moderate rain
651,Port Lincoln,AU,-34.7333,135.8667,66.11,84,10000,17.09,clear sky
652,Ilo,PE,-17.6394,-71.3375,68.86,73,10000,4.61,broken clouds
653,Praia da Vitória,PT,38.7333,-27.0667,62.76,73,10000,12.71,overcast clouds
654,Katobu,ID,-4.9408,122.5276,77.0,87,10000,4.03,overcast clouds
655,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,82.2,83,10000,6.91,scattered clouds
656,Bondo,CD,3.8146,23.6866,96.39,15,10000,4.52,overcast clouds
657,Kaoma,ZM,-14.7833,24.8,71.58,83,10000,10.0,light rain
658,Marigot,MF,18.0667,-63.0833,80.82,67,10000,14.97,scattered clouds
659,Vila Velha,BR,-20.3297,-40.2925,91.35,64,10000,7.0,few clouds
660,Springbok,ZA,-29.6643,17.8865,87.21,12,10000,11.56,clear sky
661,Hals,DK,56.9961,10.3081,41.0,69,10000,13.96,few clouds
662,Slavutych,UA,51.5196,30.7343,35.2,81,10000,7.0,overcast clouds
663,Tabuk,PH,17.4189,121.4443,73.08,93,10000,2.95,overcast clouds
664,Geilo,NO,60.5333,8.2076,24.69,88,10000,7.7,overcast clouds
665,Tromsø,NO,69.6496,18.957,24.82,93,1500,12.66,overcast clouds
666,Evensk,RU,61.95,159.2333,18.1,85,3688,28.5,light snow
667,Ubari,LY,26.5921,12.7805,57.51,26,10000,7.11,overcast clouds
668,Aden,YE,12.7794,45.0367,76.3,71,10000,5.3,overcast clouds
669,Demak,ID,-6.8909,110.6396,82.36,87,10000,5.48,moderate rain
670,Uvat,RU,59.1433,68.8953,1.62,98,7206,5.35,broken clouds
671,Hirara,JP,24.8,125.2833,69.15,82,10000,13.76,overcast clouds
672,San Ignacio,BZ,17.1561,-89.0714,70.65,88,10000,1.43,few clouds
673,Ishigaki,JP,24.3448,124.1572,69.73,82,10000,12.53,overcast clouds
674,Lakes Entrance,AU,-37.8811,147.981,68.58,98,10000,2.73,overcast clouds
675,Porto Santo,PT,33.072,-16.3415,64.78,68,10000,14.97,few clouds
676,Pangnirtung,CA,66.1451,-65.7125,-11.2,64,10000,3.44,overcast clouds
677,Dicabisagan,PH,17.0818,122.4157,77.45,91,10000,9.28,overcast clouds
678,Terrace Bay,CA,48.7834,-87.1,-5.69,95,10000,9.06,broken clouds
679,Montes Claros,BR,-16.735,-43.8617,85.78,51,10000,6.91,clear sky
680,São João da Barra,BR,-21.6403,-41.0511,89.69,70,10000,7.87,broken clouds
681,Kokopo,PG,-4.352,152.2633,78.12,84,10000,3.6,light rain
